County Name,State Name,State Geography ID,Sector,Year,Geography ID,Source,Consumption MMBtu,Expenditure US Dollars
Madera,California,G06,industrial,2022,G0600390,elec,1160813.693759763,37608978.98575903
Stanislaus,California,G06,industrial,2022,G0600990,elec,4790161.3196496265,155195512.74899298
Madera,California,G06,residential,2022,G0600390,ng,1182467.1403384868,14130465.970531086
Stanislaus,California,G06,residential,2022,G0600990,ng,6481012.434471113,77448008.93933712
Madera,California,G06,industrial,2022,G0600390,ng,4235269.417021105,31899853.25536695
Stanislaus,California,G06,industrial,2022,G0600990,ng,14712284.924660265,110812249.21882524
Solano,California,G06,commercial,2022,G0600950,elec,6173868.850003513,332738356.32681054
Tulare,California,G06,commercial,2022,G0601070,elec,3888596.5238566124,154706919.64149135
Solano,California,G06,commercial,2022,G0600950,ng,4025532.8466682388,32480279.03447317
Tulare,California,G06,commercial,2022,G0601070,ng,2823474.555109736,23307902.14891512
Solano,California,G06,residential,2022,G0600950,elec,3115209.0765273967,176785435.25883594
Tulare,California,G06,residential,2022,G0601070,elec,3658561.1717176996,170812877.3530777
Solano,California,G06,industrial,2022,G0600950,elec,1131663.7953693664,36664557.04975432
Tulare,California,G06,industrial,2022,G0601070,elec,5251723.278092455,170149569.6222181
Solano,California,G06,residential,2022,G0600950,ng,5733274.5173172215,68512559.27543876
Tulare,California,G06,residential,2022,G0601070,ng,5376879.782629366,52937191.58419909
Solano,California,G06,industrial,2022,G0600950,ng,6243781.7035119515,47027874.8502067
Tulare,California,G06,industrial,2022,G0601070,ng,26622902.095857363,200522466.57006952
Inyo,California,G06,commercial,2022,G0600270,elec,208436.26640422377,8155039.231881892
Los Angeles,California,G06,commercial,2022,G0600370,elec,125503801.03342646,5048010026.791737
Placer,California,G06,commercial,2022,G0600610,elec,4517902.049598024,214767445.92617697
Siskiyou,California,G06,commercial,2022,G0600930,elec,303590.1847665626,13412781.575217264
Tuolumne,California,G06,commercial,2022,G0601090,elec,471186.19543109566,25075436.768386252
Inyo,California,G06,commercial,2022,G0600270,ng,132633.73070587532,1060495.4835320709
Los Angeles,California,G06,commercial,2022,G0600370,ng,98577806.80605888,809713786.1065468
Placer,California,G06,commercial,2022,G0600610,ng,2821101.6636330173,23261382.302059326
Siskiyou,California,G06,commercial,2022,G0600930,ng,354644.6138643781,2835621.144608734
Tuolumne,California,G06,commercial,2022,G0601090,ng,4850.978872037486,555.5780178859634
Inyo,California,G06,residential,2022,G0600270,elec,186826.28216565907,8417581.43191883
Los Angeles,California,G06,residential,2022,G0600370,elec,68379356.18066855,3061145178.847543
Placer,California,G06,residential,2022,G0600610,elec,4090562.133252036,212514854.09628752
Siskiyou,California,G06,residential,2022,G0600930,elec,591030.7792050062,23142694.81115745
Tuolumne,California,G06,residential,2022,G0601090,elec,483843.2853443544,27229466.86403915
Los Angeles,California,G06,industrial,2022,G0600370,elec,37667749.81907089,1220390161.6614206
Placer,California,G06,industrial,2022,G0600610,elec,1422467.4578884311,46086248.826354496
Tuolumne,California,G06,industrial,2022,G0601090,elec,183587.56176256327,5948018.006241677
Siskiyou,California,G06,industrial,2022,G0600930,elec,1003058.3551193948,32497894.19436543
Inyo,California,G06,industrial,2022,G0600270,elec,359761.8156274389,11655853.679661235
Los Angeles,California,G06,residential,2022,G0600370,ng,113452497.20299685,1117463801.8379252
Placer,California,G06,residential,2022,G0600610,ng,5754032.303699469,69182803.91649644
Siskiyou,California,G06,residential,2022,G0600930,ng,315495.191048629,3770163.1688897246
Tuolumne,California,G06,residential,2022,G0601090,ng,279382.1193556235,3624756.582314055
Inyo,California,G06,residential,2022,G0600270,ng,251032.9617134713,2911149.916481963
Los Angeles,California,G06,industrial,2022,G0600370,ng,197493819.3345005,1487514307.895828
Placer,California,G06,industrial,2022,G0600610,ng,2327422.081284714,17530035.41118371
Tuolumne,California,G06,industrial,2022,G0601090,ng,174546.12984354634,1314673.3725897507
Siskiyou,California,G06,industrial,2022,G0600930,ng,920097.6921315588,6930133.238192608
Inyo,California,G06,industrial,2022,G0600270,ng,1283831.1370975631,9669756.71334939
Mendocino,California,G06,commercial,2022,G0600450,elec,868880.2410690526,44479516.04833828
Riverside,California,G06,commercial,2022,G0600650,elec,45291603.87824351,1733600234.1479568
San Bernardino,California,G06,commercial,2022,G0600710,elec,27088070.935786895,1051263960.1554261
San Francisco,California,G06,commercial,2022,G0600750,elec,18286688.528507084,986891003.4328835
Mendocino,California,G06,commercial,2022,G0600450,ng,622395.4415221438,4976468.287588772
Riverside,California,G06,commercial,2022,G0600650,ng,29458621.010074466,243182165.24333173
San Bernardino,California,G06,commercial,2022,G0600710,ng,18416663.62372442,158869549.8637416
San Francisco,California,G06,commercial,2022,G0600750,ng,16809587.655150685,134403908.37758446
Mendocino,California,G06,residential,2022,G0600450,elec,688336.7903859095,39062337.044476
Riverside,California,G06,residential,2022,G0600650,elec,21275608.24970624,933996148.0677824
San Bernardino,California,G06,residential,2022,G0600710,elec,15004854.304206783,679456903.2113429
San Francisco,California,G06,residential,2022,G0600750,elec,4377366.346338307,248427763.92919594
San Francisco,California,G06,industrial,2022,G0600750,elec,638733.4847193239,20694202.983171623
Mendocino,California,G06,industrial,2022,G0600450,elec,617307.3485360357,20000021.72928464
San Bernardino,California,G06,industrial,2022,G0600710,elec,10373615.216675444,336092758.71536976
Riverside,California,G06,industrial,2022,G0600650,elec,4927208.1837215405,159635667.6667479
Mendocino,California,G06,residential,2022,G0600450,ng,944243.0223789307,11283691.05613494
Riverside,California,G06,residential,2022,G0600650,ng,24783351.06067286,243761445.6318663
San Bernardino,California,G06,residential,2022,G0600710,ng,25352422.408629928,271634119.2340058
San Francisco,California,G06,residential,2022,G0600750,ng,9718915.496260663,116140905.73467362
San Francisco,California,G06,industrial,2022,G0600750,ng,3637097.2779997014,27394448.38559771
Mendocino,California,G06,industrial,2022,G0600450,ng,422867.3154157239,3185017.050872855
San Bernardino,California,G06,industrial,2022,G0600710,ng,48230499.4725124,363269890.0860812
Riverside,California,G06,industrial,2022,G0600650,ng,8866365.134705963,66781051.88985973
Alameda,California,G06,commercial,2022,G0600010,elec,19455402.263475243,1043942650.6402161
Kern,California,G06,commercial,2022,G0600290,elec,8344410.407906091,417682181.98326355
Santa Clara,California,G06,commercial,2022,G0600850,elec,23802531.21551585,1235194201.8054185
Alameda,California,G06,commercial,2022,G0600010,ng,15782286.997971585,126189951.77196792
Kern,California,G06,commercial,2022,G0600290,ng,5786803.165109337,47723492.02476987
Santa Clara,California,G06,commercial,2022,G0600850,ng,16530811.47661173,136337242.67604327
Alameda,California,G06,residential,2022,G0600010,elec,9470052.817728607,537435151.9713628
Kern,California,G06,residential,2022,G0600290,elec,6699904.036123539,364017183.15061533
Santa Clara,California,G06,residential,2022,G0600850,elec,12013548.458680833,676689670.885775
Kern,California,G06,industrial,2022,G0600290,elec,8804815.251180144,285265511.1972315
Santa Clara,California,G06,industrial,2022,G0600850,elec,12064897.847495874,390888298.48496765
Alameda,California,G06,industrial,2022,G0600010,elec,7999734.546137652,259181856.7050836
Santa Clara,California,G06,residential,2022,G0600850,ng,22842221.085909948,272536089.96870154
Alameda,California,G06,residential,2022,G0600010,ng,20701151.948005587,247378479.42073253
Kern,California,G06,residential,2022,G0600290,ng,10480589.77490231,104043562.36661848
Kern,California,G06,industrial,2022,G0600290,ng,384021553.3327084,2892432568.5112386
Santa Clara,California,G06,industrial,2022,G0600850,ng,22237367.519940574,167490823.09165254
Alameda,California,G06,industrial,2022,G0600010,ng,11831147.029046753,89111651.91817161
Fresno,California,G06,commercial,2022,G0600190,elec,9594552.93603251,517662150.6175135
Mono,California,G06,commercial,2022,G0600510,elec,89055.320617994,4028296.728072945
Ventura,California,G06,commercial,2022,G0601110,elec,7598622.001736162,284484338.5014115
Yolo,California,G06,commercial,2022,G0601130,elec,2154811.553048499,113910013.72111289
Fresno,California,G06,commercial,2022,G0600190,ng,7090107.454073271,56927860.287484095
Mono,California,G06,commercial,2022,G0600510,ng,1266.9228559043581,145.09947531504747
